Категория,Подкатегория,Получатель,Наименование,Описание,Размер_ставка,Условия,Контакты,Нормативный_акт,Дополнительно,Лист_источник,Строка_источник
Налоговые льготы,,Субъекты МСП,"Снижение размера потенциально возможного дохода для налогоплательщиков, применяющих патентную систему налогообложения","Льгота предоставляется индивидуальным предпринимателям, которые применяют патентную систему налоогбложения в зависимости от места осуществления деятельности",Понижающий коэффициент К1 применяется в зависимости от места осуществления деятельности,"Применяется для расчета стоимости патента по розничной торговле и услугам общественного питания (45 и 47 виды экономической деятельности);
К1 учитывает место осуществления деятельности и устанавливается в следующих размерах:
от 0,7 до 0,9 - в отношении сельских поселений и межселенных территорий;
от 0,8 до 1,0 - в отношении городских округов, городских поселений, муниципальных районов, муниципальных округов.",,"Закон Красноярского края от 27.11.2012 № 3-756  
«О патентной системе налогообложения в Красноярском крае»",,Налоговые льготы,2
Налоговые льготы,,Субъекты МСП,Налоговая льгота при применении упрощенной системы налогообложения для резидентов Арктической зоны РФ,"Льгота педоставлется организациям и индивидуальным предпринимателям, получившим статус резидента Арктической зоны РФ. Период предоставления льготы: 2023-2026 годы (3 налоговых периода)","1) 3% (если объект налообложения - «доходы»)
2) 7,5% (если объект налогообложения -«доходы - расходы»","1) налогоплательщики, получившие статус резидента Арктической зоны РФ;
2) пониженная налоговая ставка применяется в отношении деятельности, осуществляемой при исполнении соглашения об осуществлении инвестиционной деятельности в Арктической зоне РФ.",,"Закон Красноярского края от 19.11.2020 № 10-4347 «Об установлении на территории Красноярского края налоговых ставок при применении упрощенной системы налогообложения для отдельных категорий налогоплательщиков»
(п. 2 ст. 1)",,Налоговые льготы,3
Налоговые льготы,,Субъекты  МСП,"Налоговая льгота по налогу на имущество организаций, получивших статус резидента Арктической зоны РФ","Льгота предоставляется организациям, включенным в Реестр субъектов МСП и получившим статус резидента Арктической зоны РФ. Период предоставления льготы: в течение налоговых периодов 2022-2030 годов.","1) уплачивают налог в размере 9,1% от суммы налога, исчисленной к уплате в 2022-2023г.; 
2) уплачивают налог в размере 50% от суммы налога, исчисленной к уплате в 2024-2030гг.","1) налогоплательщики, получившие статус резидента Арктической зоны РФ в соответствии с Федеральным законом от 13.07.2020 № 193-ФЗ «О государственной поддержке предпринимательской деятельности в Арктической зоне Российской Федерации»;
2) льгота применяется в отношении объектов вновь созданного недвижимого имущества, расположенного на территории Красноярского края, отнесенной Федеральным законом от 13.07.2020 № 193-ФЗ к территории Арктической зоны РФ, принятого к бухгалтерскому учёту в качестве инвентарных объектов основных средств после дня включения организации в реестр резидентов Арктической зоны РФ.",,"Закон Красноярского края от 16.03.2023 № 5-1641 
«О налоге на имущество организаций» (п. 6 ст. 4)",,Налоговые льготы,4
Налоговые льготы,,Субъекты МСП,Налоговая льгота по налогу на имущество организаций – резидентов территории опережающего развития (ТОР) «Железногорск»,"Льгота предоставляется организациям, получившим статус резидента ТОР «Железногорск». Период предоставления льготы – в течение 10 налоговых периодов.",Освобождение от уплаты налога,"1) организации, получившим статус резидента ТОР «Железногорск» в соответствии с Федеральным законом от 29.12.2014 № 473-ФЗ «О территориях опережающего развития в РФ»;
2) льгота применяется в отношении вновь созданного и (или) приобретённого имущества, принятого к бухгалтерскому учету в качестве объектов основных средств после дня включения организации в реестр резидентов ТОР «Железногорск», расположенного в ТОР и используемого для осуществления деятельности, предусмотренной соглашением об осуществлении деятельности на ТОР;
3) организации обязаны вести раздельный учет указанного имущества и иного имущества.",,"Закон Красноярского края от 16.03.2023 № 5-1641 
«О налоге на имущество организаций» (пп. «и» п. 1 ст.4)",,Налоговые льготы,5
Налоговые льготы,,"Резиденты ТОР ""Железногорск""",Пониженная налоговая ставка по налогу на прибыль организаций -резидентов территории опережающего развития -  ТОР «Железногорск»,"Пониженная ставка налога для организаций, получивших статус резидента ТОР ""Железногорск"" - в течение 10 налоговых периодов.","5% - с 1 по 5 гг.; 
10% - с 6 по 10 гг.","1) организации, получившие статус резидента ТОР «Железногорск» в соответствии с Федеральным законом от 29.12.2014 № 473-ФЗ «О территориях опережающего  развития в РФ»;
2) доходы от деятельности, осуществляемой при исполнении соглашения об осуществлении деятельности на территории ТОР оставляют не менее 90% всех учитываемых доходов; 
3) ведется раздельный учет доходов (расходов), полученных (понесенных) от деятельности, осуществляемой при исполнении соглашения об осуществлении деятельности на территории ТОР, и доходов (расходов), полученных (понесенных) при осуществлении иной деятельности.",,"Закон Красноярского края от 07.07.2016 №10-4907 ""О ставке налога на прибыль организаций, зачисляемого в бюджет края, для отдельных категорий налогоплательщиков"" (п. 3 ст.1)",,Налоговые льготы,6
Налоговые льготы,,Сельскохозяйственные товаропроизводители,Налоговая льгота по налогу на имущество организаций,"Освобождаются от уплаты налога организации, производящие сельскохозяйственную продукцию, осуществляющие ее первичную и последующую (промышленную) переработку (в том числе на арендованных основных средствах) и реализующие эту продукцию до 2026 года",Освобождение от уплаты налога,"Доля дохода от реализации произведенной сельскохозяйственной продукции, включая продукцию ее первичной переработки, произведенную из сельскохозяйственного сырья собственного производства, составляет не менее 70% в общем доходе от реализации товаров (работ, услуг).",,"Закон Красноярского края от 16.03.2023 № 5-1641 
""О налоге на имущество организаций"" (пп. ""ж"" п. 1 ст. 4)",,Налоговые льготы,7
Налоговые льготы,,"Резиденты особой экономической зоны промышленно-производственного типа ""Красноярская технологическая долина"" (ОЭЗ)","Пониженная ставка налога на прибыль для организаций, получивших статус резидента ОЭЗ","Пониженная ставка налога для организаций, получивших статус резидента ОЭЗ - в течение срока действия соглашения об осуществлении деятельности на территории ОЭЗ.","0% - с 1 по 10 гг.; 
13,5% - с 11 г.","1) организации получившие статус резидента ОЭЗ , в  соответствии с ФЗ от 22.07.2005 № 116-ФЗ ""Об особых экономических зонах в Российской Федерации"";
2) ведение раздельного учета доходов (расходов), полученных (понесенных) от деятельности, осуществляемой на территории особой экономической зоны, и доходов (расходов), полученных (понесенных) при осуществлении деятельности за пределами территории ОЭЗ",,"Закон Красноярского края от 07.07.2016 №10-4907 
""О ставке налога на прибыль организаций, зачисляемого в бюджет края, для отдельных категорий налогоплательщиков"" (п. 6 ст.1)",,Налоговые льготы,8
Налоговые льготы,,Субъекты МСП,Снижение размера пени при просрочке уплаты налогов,С 9 марта 2022 года по 31 декабря 2023 года пени для организаций нужно рассчитывать исходя из 1/300 ставки рефинансирования. Нормы о повышенных ставках не применяют.,,,,Федеральный закон «О внесении изменений в части первую и вторую Налогового кодекса Российской Федерации и статью 2 Федерального закона «О внесении изменений в часть вторую Налогового кодекса Российской Федерации» от 26.03.2022 № 67-ФЗ,,Налоговые льготы,9
Налоговые льготы,,Субъекты МСП,Обнуление ставки НДС для гостиничного бизнеса,"Для инвесторов, которые строят, предоставляют в аренду и управление туристические объекты – гостиницы и иные средства размещения, – вводится нулевая ставка НДС. Она будет действовать пять лет с момента ввода этих объектов в эксплуатацию, в том числе после реконструкции.

Льготный НДС также смогут получить владельцы уже существующих гостиниц и иных средств размещения. Для них ставка будет действовать до 30 июня 2027 года.",0,"Срок получения:
1) для новых объектов – в течение 5 лет с момента ввода в эксплуатацию;
2) для существующих гостиниц – до 30 июня 2027 года.",,Федеральный закон «О внесении изменений в части первую и вторую Налогового кодекса Российской Федерации и статью 2 Федерального закона «О внесении изменений в часть вторую Налогового кодекса Российской Федерации» от 26.03.2022 № 67-ФЗ,,Налоговые льготы,10
Налоговые льготы,,Субъеты МСП,Налоговая льгота по налогу на прибыль для IT-компаний,"IT-компании предоставлена льгота по налогу на прибыль в 2025-2030 годах. Среди видов IT-деятельности – предоставление Saas-решений через закрытые сети, услуги по доработке, внедрению и поддержке любого российского ПО, продажа онлайн-рекламы на своих платформах, размещение объявлений на классифайдах, предоставление платного доступа к контенту (фильмам и музыке), в том числе по подписке, оказание образовательных услуг с использованием онлайн-платформ, разработка и продажа российских программно-аппаратных комплексов и т.д.","1) 5% (подлежит зачислению в ФБ);
2) 0% для КрБ","1) компанией получен документ о государственной аккредитации организации, осуществляющей деятельность в области информационных технологий;
2) доля «специализированных доходов» в общей сумме доходов за отчетный (налоговый период) – не менее 70 %;
3) срок получения – до 2030 года.",,"Федеральный закон от 14.07.2022 № 321-ФЗ 
«О внесении изменений в часть вторую Налогового кодекса Российской Федерации»",,Налоговые льготы,11
Налоговые льготы,,"Субъекты МСП, Физические лица",Фиксация кадастровой стоимости недвижимости для определения налогов на имущество,"Кадастровая стоимость недвижимости, в т.ч. земельных участков для целей налогообложения налогами на имущество физлиц и организаций и земельным налогом в 2023 году не может быть больше кадастровой стоимости на 1 января 2022 года.",,,,Федеральный закон «О внесении изменений в части первую и вторую Налогового кодекса Российской Федерации и статью 2 Федерального закона «О внесении изменений в часть вторую Налогового кодекса Российской Федерации» от 26.03.2022 № 67-ФЗ,,Налоговые льготы,12
Налоговые льготы,,"Организации, производящие сельскохозяйственную продукцию, осуществляющие ее первичную и последующую (промышленную) переработку (в том числе на арендованных основных средствах) и реализующие эту продукцию",Налоговая льгота по налогу на имущество организаций,"Освобождаются от уплаты налога организации, производящие сельскохозяйственную продукцию, осуществляющие ее первичную и последующую (промышленную) переработку (в том числе на арендованных основных средствах) и реализующие эту продукцию",Освобождение от налогообложения,"Доля дохода от реализации произведенной сельскохозяйственной продукции, включая продукцию ее первичной переработки, произведенную из сельскохозяйственного сырья собственного производства, составляет не менее 70% в общем доходе от реализации товаров (работ, услуг)",,"Закон Красноярского края от 16.03.2023 № 5-1641 
""О налоге на имущество организаций""",,Налоговые льготы,13
Налоговые льготы,,"Организации, осуществляющие традиционную хозяйственную деятельность и занятие традиционными промыслами коренных малочисленных народов Севера, проживающих на территории Красноярского края",Освобождение от уплаты транспортного налога,"Освобождение от уплаты транспортного налога следующей категории налогоплательщиков: организации всех форм собственности, основными видами деятельности которых являются осуществление традиционной хозяйственной деятельности и занятие традиционными промыслами коренных малочисленных народов и в которых не менее 70 процентов рабочих мест занято лицами, относящимися к коренным малочисленным народам Севера, проживающим на территории Красноярского края",100% от ставок налога,"не менее 70 процентов рабочих мест занято лицами из числа коренных малочисленных народов Севера, проживающих на территории Красноярского края",,Закон Красноярского края от 08.11.2007 № 3-676 «О транспортном налоге» (подпункт 7 пункта 1 статьи 4),,Налоговые льготы,14
Налоговые льготы,,"Индивидуальные предприниматели, основными видами деятельности которых являются осуществление традиционной хозяйственной деятельности и занятие традиционными промыслами коренных малочисленных народов Севера Красноярского края",Освобождение от уплаты транспортного налога,"Освобождение от уплаты транспортного налога следующей категории налогоплательщиков: индивидуальных предпринимателей, основными видами деятельности которых являются осуществление традиционной хозяйственной деятельности и занятие традиционными промыслами коренных малочисленных народов Севера, проживающих на территории Красноярского края",100% от ставок налога,-,,Закон Красноярского края от 08.11.2007 № 3-676 «О транспортном налоге» (подпункт 8 пункта 1 статьи 4),,Налоговые льготы,15
Цифровые сервисы,,"Организация агропромышленного комплекса;
  Сельскохозяйственный товаропроизводитель, за исключением граждан, ведущих личное подсобное хозяйство;
  Вновь созданный сельскохозяйственный товаропроизводитель;
  Научная организация;
  Российская организация;
  Образовательная организация высшего образования;
  Индивидуальный предприниматель, зарегистрированный не ранее года, предшествующего году предоставления государственной поддержки;
  Индивидуальный предприниматель и крестьянское (фермерское) хозяйство, осуществляющие деятельность в районах Крайнего Севера и местностях, приравненных к районам Крайнего Севера;
  Гражданин, ведущий личное подсобное хозяйство;
  Центр компетенций в сфере сельскохозяйственной кооперации и поддержки фермеров Красноярского края;","ГИС ""Субсидия АПК 24""",Обеспечение возможности подачи в электронной форме документов на получение мер государственной поддержки и предоставления оперативной отчетности. Организация информационного взаимодействия между субъектами агропромышленного комплекса Красноярского края и органами местного самоуправления и министерством сельского хозяйства Красноярского края.,,,,,https://sapk24.krskcit.ru,Цифровые сервисы,1
Цифровые сервисы,,"Субъекты МСП, 
Экспортёры",Заказ полувагонов через электронную торговую площадку РЖД «Грузовые перевозки»,"АО «Федеральная грузовая компания» — оператор грузовых железнодорожных перевозок в России – предоставляет возможность для заказа через электронную торговую площадку «Грузовые перевозки» полувагонов в количестве 10 единиц в месяц для каждой компании, состоящей в реестре субъектов МСП, который ведет ФНС России.",,,,,https://etpgp.rzd.ru/#orders/new/start,Цифровые сервисы,2
Цифровые сервисы,,Субъекты МСП,Меры поддержки инвестпроектов,"Информационная система Минэкономразвития России, в которой собраны наиболее востребованные меры поддержки для реализации инвестпроектов: механизмы стабилизации законодательства, финансового стимулирования, льготные инструменты и преференциальные режимы. 

При помощи фильтров можно подобрать меры под конкретный инвестпроект с учетом вида деятельности, объема инвестиций, территориального расположения. В каждой карточке инструмента указано, как ей воспользоваться, есть ссылки на нормативную документацию, контакты ответственных сотрудников.",,,,,http://invest.economy.gov.ru/,Цифровые сервисы,3
Инновации и наука,,Консультационная поддержка,"Предоставление информационной 
и консультационной поддержки физическим, юридическим лицам, относящимся к категории субъектов малого и среднего предпринимательства","Содействие созданию и акселерации инновационного бизнеса посредством консультирования физических, юридических лиц, относящихся 
к категории субъектов малого и среднего предпринимательства по вопросам реализации инновационно-технологических проектов, инжиниринга и прототипирования, сертификации, стандартизации, испытаний. Оказание услуг по разработке бизнес-планов, концепций, технико-экономических обоснований, инвестиционных проектов, реализуемых на территории субъекта Российской Федерации.",,"Личное обращение физических, юридических лиц, относящихся 
к категории субъектов малого 
и среднего предпринимательства; обращение, направленное посредством Почты России, электронной почты, телефонног звонка.","КГАУ ""КРИТБИ""
г. Красноярск, пр. Свободный, 75;
телефон +7 (391) 201-77-77;
электронная почта – info@kritbi.ru;
сайт – https://www.kritbi.ru.",,УТГ 1 - УТГ 9,Инновации и наука,1
Инновации и наука,,"Иные меры государственной поддержки субъектам малого 
и среднего предпринимательства","Проведение мероприятий, направленных на привлечение инвестиций для субъектов малого 
и среднего предпринимательства","КГАУ ""КРИТБИ"" проводит следующие мероприятия для физических, юридических лиц, относящихся 
к категории малого и среднего предпринимательства:                                                                                        - акселерационные программы;                                                                      
-  инвестиционные сессии;
- 	подготовительные курсы «Питч-сессия инновационно-технологических проектов»;
- хакатоны;
- программа наставничества (менторство);
- обучающие программы по привлечению государственных и венчурных инвестиций в инновационно-технологические проекты;
- образовательные мероприятия 
и митапы.                                           
КГАУ ""КРИТБИ"", являясь региональным представителем Фонда содействия инновациям и региональным оператором Фонда ""Сколково"", оказывает содействие в подготовке заявок для участия 
в грантовых программах и конкурсах федеральных институтов равития с целью привлечения дополнительных инвестиций в инновационно-технологические проекты.",,"Заявитель должен обладать сформулированной фундаментальной концепцией инновационной технологии, соотвествующей уровням УТГ1 - УТГ9.","КГАУ ""КРИТБИ""
г. Красноярск, пр. Свободный, 75;
телефон +7 (391) 201-77-77;
электронная почта – info@kritbi.ru;
сайт – https://www.kritbi.ru.",,УТГ 1 - УТГ 9,Инновации и наука,2
Инновации и наука,,Финансовая поддержка,Микрогранты стартапам и небольшим организациям в развитиии  технологических разработок,"Фонд «Сколково» оказывает поддержку стартапам и небольшим организациям 
в развитии технологических разработок. Микрогрант отличается целевым характером. Средства могут быть предоставлены в форме компенсаций или как аванс на планируемые расходы, среди которых участие в конференциях, прототипирование, защиту интеллектуальной собственности, испытания.

Размер поддержки: до 1,5 млн рублей 
(не более 4 млн рублей в год на каждого участника)",,"1) компания должна иметь статус резидента Фонда «Сколково»;
2) получение гранта возможно после одобренной заявки не позже 20 рабочих дней.

Дополнительная информация: https://skolkovo-resident.ru/granti-v-skolkovo/","Фонд «Сколково»:
телефон – (499) 647-40-29;
электронная почта – info@skolkovo-resident.ru.

Оператор «Сколково» в Красноярском крае – КГАУ "" Красноярский краевой региональный бизнес-инкубатор"":
телефон – (391) 201-77-77 (Проектный офис).",,УТГ 1 - УТГ 3,Инновации и наука,3
Инновации и наука,,Иные меры государственной поддержки субъектам малого и среднего предпринимательства,Предоставление инжиниринговых услуг и услуг прототипирования,"Отдел инжиниринга и прототипирования КГАУ ""КРИТБИ"" в рамках своей деятельности оказывает юридическим лицам, относящимся к категории субъектов малого и среднего предпринимательства такие услуги, как фрезерная ЧПУ обработка, 3D·сканирование и ЗD-печать, дизайн, прототипирование. Оформление услуг происходит в соответствии с ЕСКД.",,"Личное обращение юридических лиц, относящихся к категории субъектов малого и среднего предпринимательства.  Для резидентов КГАУ ""КРИТБИ"" предусмотрена льготная стоимость услуг.","КГАУ ""КРИТБИ""
г. Красноярск, пр. Свободный, 75;
телефон +7 (391) 201-77-77;
электронная почта – info@kritbi.ru;
сайт – https://www.kritbi.ru.",,УТГ 1 - УТГ 9,Инновации и наука,4
Инновации и наука,,Иные меры государственной поддержки субъектам малого и среднего предпринимательства,"Предоставление услуг сертификации, стандартизации, испытаний","Отдел Центр сертификации, стандартизации и испытаний (ЦССИ) КГАУ ""КРИТБИ"" в рамках своей деятельности оказывает оказывает комплексное сопровождение предприятий региона по вопросам стандартизации, сертификации, получения разрешений, проведения испытаний инновационной продукции, метрологического обеспечения, подготовки и оценки квалификации специалистов инновационной сферы и выпускников высших учебных заведений. На некоммерческой основе ЦССИ разрабатывает 
для юридических лиц, относящихся к категории субъектов малого и среднего предпринимательства карты работ по стандартизации, сертификации и проведению испытаний на продукцию без ограничения по сфере ее применения. Потребитель данной услуги получает документ с указанием всех необходимых этапов в рамках стандартизации, сертификации и проведения испытаний, которые следует пройти при выводе продукта на рынок.",,"Личное обращение юридических лиц, относящихся к категории субъектов малого и среднего предпринимательства.  Для резидентов КГАУ ""КРИТБИ"" предусмотрена льготная стоимость услуг.","КГАУ ""КРИТБИ""
г. Красноярск, пр. Свободный, 75;
телефон +7 (391) 201-77-77;
электронная почта – info@kritbi.ru;
сайт – https://www.kritbi.ru.",,УТГ 1 - УТГ 9,Инновации и наука,5
Инновации и наука,,"Имущественная поддержка юридических лиц, относящихся к категории субъектв малого и среднего предпринимательства",Аренда производственных и офисных помещений в Промышленном парке ЗАТО г. Железногорск,"Промышленный парк ЗАТО г. Железногорск располагает свободными производственными и офисными помещениями площадью от 55 до 4800 кв.м. 
Промышленный парк расположен в ЗАТО Железногорск в границах территории опережающего развития (ТОР) с особым правовым режимом ведения предпринимательской деятельности, который предусматривает ряд налоговых и административных льгот, таможенных преференций для инвесторов.",,"Право на заключение договора аренды производственных или офисных помещений возникает у юридического лица, относящегося к категории субъектов малого и среднего предпринимательства, после участия в аукционе, проводимом в электронной форме, когда заявитель признается победителем торгов либо является единственным участником торгов.","КГАУ ""КРИТБИ""
г. Красноярск, пр. Свободный, 75;
телефон +7 (391) 201-77-77; +7 (391) 219-04-08
электронная почта – info@kritbi.ru; zea@kritbi.ru
сайт – https://www.kritbi.ru.",,УТГ 1 - УТГ 9,Инновации и наука,6
Инновации и наука,,Финансовая поддержка,"Микрогранты стартапам 
и небольшим организациям в развитиии  технологических разработок;                          гранты целевого назначения","Фонд ""Сколково"" оказывает поддержку стартапам и небольшим организациям в развитии технологических разработок. Микрогрант отличается целевым характером. Средства могут быть предоставлены в форме компенсаций или как аванс на планируемые расходы, среди которых участие в конференциях, прототипирование, защиту интеллектуальной собственности, испытания.
Размер поддержки: до 1,5 млн рублей (не более 4 млн рублей в год на каждого участника).                                                                                     
Фонд содействия развитию малых форм предприятий в научно-технической сфере (Фонд содействия инновациям) – некоммерческая организация, которая оказывает финансовую поддержку молодым ученым и малым предприятиям, занимающимся научными разработками с высоким потенциалом коммерциализации, в размере от 500 тыс руб. до 50 млн руб.",,"1) Юридическое лицо должно иметь статус участника проекта ""Сколково"";
2) Юридическое лицо должно подать заявку на участие в программах Фонда содействия инновациям. 
Дополнительная информация: https://skolkovo-resident.ru/granti-v-skolkovo/
Дополнительная информация: https://fasie.ru/programs/","КГАУ ""КРИТБИ"", региональный оператор Фонда ""Сколково"", региональный представитель Фонда содействия инновациям в Красноярском крае 
г. Красноярск, пр. Свободный, 75;
телефон +7 (391) 201-77-77; 
электронная почта –  info@kritbi.ru
сайт – https://www.kritbi.ru.",,,Инновации и наука,7
Инновации и наука,,Нефинансовые меры поддеркжи,"Защита интеллектуальной собственности за пределами территории РФ, в том числе получение патентов на результаты интеллектуальной деятельности","Обеспечение защиты и оформление прав на результаты интеллектуальной деятельности и приравненные к ним средства индивидуализации юридических лиц, товаров, работ, услуг и предприятий, которым предоставляется правовая охрана за пределами территории РФ, в том числе содействие субъекту МСП в получении комплекса работ (мероприятий), осуществляемых в целях регистрации на внешних рынках объектов интеллектуальной собственности (изобретений, полезных моделей, промышленных образцов, товарных знаков, наименований мест происхождения товаров и др.).",,"1) предоставляется субъекту МСП на условиях софинансирования: 70% - ЦПЭ, 30% - субъект МСП;                                                  
2) услуга оказывается как дополнительная в рамках комплексных услуг ЦПЭ;  3) предоставляется по заявке на оказание услуги;
4) заявитель должен находиться в Едином реестре субъектов МСП;
5) регистрация и ведение предпринимательской деятельности на территории Красноярского края;
6) ориентированность на экспорт несырьевых товаров.","Региональная сеть центров «Мой бизнес» (Центр поддержки экспорта):
адрес – г. Красноярск, ул. Матросова, 2, ул. Белинского, 5, а также филиалы и представительства в муниципальных образованиях Красноярского края;
телефон – 8-800-234-01-24; 
сайт – https://мойбизнес-24.рф/sections/podderzhka-eksporta/.",,УТГ 6,Инновации и наука,8
